	PER403_dmso_1	PER403_dmso_2	PER403_gne_1	PER403_gne_2	PER403_neo_1	PER403_neo_2	PER403_otx_1	PER403_otx_2	PER403_otx_gne_1	PER403_otx_gne_2	TC797_dmso_1	TC797_dmso_2	TC797_gne_1	TC797_gne_2	TC797_neo_1	TC797_neo_2	TC797_otx_1	TC797_otx_2	TC797_otx_gne_1	TC797_otx_gne_2	
ENSG00000138363.15	ATIC	7.461923973	7.371820341	7.354042708	7.235739717	6.742262971	6.797859601	6.862899153	6.894732707	7.098906318	6.980008213	7.451630668	7.563896647	7.226963561	6.816199186	6.646802168	6.58388212	6.838009768	6.750991999	6.879881418	6.964566732
ENSG00000115414.19	FN1	-1.984055498	-1.672461996	-0.77315492	0.111954322	1.130179233	1.14925171	0.783189263	0.802361045	-0.673523166	0.037863242	-1.51979703	-2.608462066	-1.439916783	-1.452538581	1.07864756	0.858647859	0.410853997	0.416384315	-0.25652452	-0.004674067
ENSG00000118242.16	MREG	4.068217221	3.889607563	4.264976735	4.340630403	4.0412932	4.104940856	4.248966621	3.978317382	4.313387859	4.180670745	4.02004822	4.111644573	4.272606979	4.252193504	4.145570933	4.014101265	4.056107946	4.120194292	4.240078207	4.319914278
ENSG00000115425.14	PECR	3.018453483	2.788290657	3.238432877	3.191080438	2.75049519	2.921739126	3.032732664	2.922315841	2.90561534	3.020837373	3.305812039	3.457708975	3.519130212	3.174479275	3.015493436	2.962967534	3.290783708	3.07371671	3.235039148	3.317487321
ENSG00000079246.16	XRCC5	9.272918788	9.173868291	9.323350981	9.276201303	8.992536508	9.006040806	9.034602282	9.010384945	9.205308815	9.132166177	9.320126602	9.431357694	9.360530714	8.847854667	9.061850296	8.885303841	9.147512824	9.076093309	9.231009304	9.259174037
ENSG00000279348.1	AC012513.3	2.923286765	3.400590656	2.580876623	2.998646591	2.637130539	2.870375564	1.649570726	2.731835514	2.645735787	2.567496062	2.98009445	2.824339947	2.755924975	-0.251423459	2.95468318	2.551217309	2.29822596	2.380810233	2.687769878	2.268311956
ENSG00000260804.3	LINC01963	3.092370728	3.441582069	2.877842007	3.152351144	3.064211081	2.811074613	1.815997713	2.979173979	2.898603704	3.026306201	3.548301967	3.384841187	3.291063148	0.886574885	3.291096323	3.087675425	2.210934719	2.836963922	2.956061724	2.894596479
ENSG00000138375.12	SMARCAL1	4.171706319	4.295749065	4.498796406	4.523004891	3.685760885	3.587880163	4.588556955	3.864519786	4.491707424	4.342862947	4.47130402	4.53131795	4.608627067	5.023502504	3.466868474	3.550064788	3.956119068	3.723620502	4.342627056	4.453121143
ENSG00000197756.9	RPL37A	9.425494355	9.072985148	9.200427672	9.281017978	9.25810213	9.461666695	8.996767167	9.166013763	9.197920295	9.187367259	8.944469625	9.12743387	8.979236913	8.438574948	9.126684488	9.080728129	8.955755406	8.998712712	9.012364484	9.015880117
ENSG00000115457.10	IGFBP2	5.269054483	5.362757872	5.172619472	5.47306356	5.795721301	6.024369384	6.605728268	5.831526804	5.368654855	5.481397699	4.83754916	5.125701176	4.898462145	6.717160334	5.473557956	5.376597069	5.745207524	5.454290468	5.061014712	5.249668916
ENSG00000115461.5	IGFBP5	0.875772606	0.876173082	-0.195906432	-0.443985978	0.183245305	0.351221949	0.680676954	-0.229016201	-0.759640374	-0.41664356	-6.739116756	-4.380393729	-2.953399506	-3.863605265	-1.855328023	-2.124325468	-3.444293738	-2.229445521	-3.56302428	-3.392556967
ENSG00000079308.19	TNS1	2.009256112	2.256289898	1.378706134	1.807282287	1.469916633	2.448189501	2.411732632	2.18058202	1.614047452	1.96100637	2.740650275	2.800524984	2.238552442	2.627681701	2.689511191	2.645535949	2.641230935	2.216492937	2.065465778	1.985128272
ENSG00000163466.16	ARPC2	8.070731335	7.98692565	7.958102493	7.936831864	7.865071476	7.960315721	7.884982945	7.945633246	7.897068074	7.880422869	8.130217406	8.21291664	8.036310232	7.829749131	8.036058184	7.963070474	8.01565185	8.114698715	7.958526896	7.996392834
ENSG00000261338.2	AC021016.2	1.215259265	1.062902522	0.534858116	1.359931423	0.397321075	0.317526665	0.250663451	0.525294428	1.177490989	0.743231588	1.058879548	1.420311367	0.820145891	0.458479121	0.857320462	0.927014165	0.318421651	0.997969738	0.70240803	0.422459543
ENSG00000127837.9	AAMP	6.963019847	6.914516478	6.980118197	6.963497757	7.060342576	7.028827711	7.556751723	6.866319283	6.952130104	6.901091512	6.736205559	6.961476523	6.728754684	8.391426788	6.900816019	6.771621067	7.025558932	6.782727815	6.756789037	6.885578081
ENSG00000127838.14	PNKD	4.833882254	4.820882945	4.651198976	4.671257783	4.38517006	4.360003895	5.014472322	4.503110618	4.592910573	4.504410596	4.76537481	4.81103904	4.39534588	5.403132597	4.204216429	4.439695205	4.461968668	4.36108291	4.196334627	4.374681551
ENSG00000135926.15	TMBIM1	5.465634788	5.626922804	5.638477552	5.549572345	5.377301762	5.288629439	5.315353127	5.383128021	5.514523084	5.454267309	5.561327588	5.534639443	5.561565176	5.561965673	5.072640415	5.082742112	5.080539091	5.171730682	5.360905609	5.331930461
ENSG00000144579.7	CTDSP1	6.382151934	6.367920035	6.14921232	6.094501643	4.863227984	4.727018573	6.321052889	5.693274799	5.720399384	5.715220201	6.410093242	6.56249377	6.062330754	7.337708484	4.622984312	4.842827752	5.730710498	5.289217735	5.464113073	5.574778354
ENSG00000127831.10	VIL1	6.216713567	6.110577973	6.316187191	6.319677468	5.8013706	5.718718719	6.41734319	5.782604904	6.165136557	6.034385435	6.381015412	6.444518795	6.356727545	7.295283609	5.960135986	5.936792891	6.082975818	5.868412072	5.944877662	6.063832431
ENSG00000135913.11	USP37	6.072839713	6.236269077	6.023964706	6.148212279	5.811670541	5.795688333	5.407505463	5.866724827	6.032900982	6.012508429	6.269082959	6.204004459	6.20965285	4.580255837	5.910566951	5.848112756	5.780283935	5.927598572	5.962394296	5.882546237
ENSG00000144580.13	CNOT9	7.50388423	7.37402786	7.334232443	7.266180414	6.515888466	6.525502634	6.740036462	6.822472144	7.058977046	7.008955128	7.556207654	7.55473147	7.247572562	6.699972111	6.428271302	6.408920303	6.65345941	6.712244439	6.866918483	6.902761171
ENSG00000273466.1	AC012510.1	1.23404275	0.953788293	0.911216998	0.82527433	-0.182523522	0.015219739	0.706995967	0.376940105	0.779787872	0.313093204	1.445913429	1.26655281	0.753395891	-0.06078931	-0.033174014	0.259839943	0.269885463	0.360205505	0.278993414	0.375489684
ENSG00000115568.15	ZNF142	6.448995605	6.559325787	6.188181871	6.157322131	5.909073756	5.847518684	6.478301234	5.781375718	5.94119217	5.962750649	6.637480579	6.650052321	6.150085809	6.864750244	5.794774873	6.105771965	6.111661564	5.786851719	5.994249838	6.120123285
ENSG00000074582.14	BCS1L	5.731595432	5.527300868	5.516756151	5.292756326	5.207574963	4.986219742	5.582068518	5.234757733	5.31962529	5.298009418	5.352170898	5.360986655	5.187886431	5.826160014	4.780199319	4.937013342	5.041314931	4.891120089	5.047947455	5.134492569
ENSG00000163481.8	RNF25	4.780577023	4.569805012	4.715844844	4.677116286	4.73134158	4.562361369	5.432366119	4.512030861	4.673168069	4.591838435	4.600254523	4.93288317	4.459567283	4.967146119	4.459707662	4.502653406	4.970946109	4.536094508	4.472999198	4.65835826
ENSG00000163482.12	STK36	6.006790494	6.070849088	5.785023715	5.546375284	4.748989261	4.625684821	5.649775731	5.30144734	5.505321147	5.421437819	6.102526508	6.055128097	5.737002362	6.179089027	4.605289076	4.820536415	5.177466083	4.991616332	5.215089703	5.278677922
ENSG00000135912.11	TTLL4	6.399935394	6.45391309	6.46700006	6.249983046	6.521603798	6.440007596	6.891867599	6.31917472	6.381751816	6.306291736	6.399821471	6.366916121	6.313940589	6.441895448	6.514540399	6.651110226	6.671087675	6.46998413	6.493779608	6.49995939
ENSG00000272644.1	AC097468.3	0.614209404	1.586020007	1.378706134	1.151299948	1.056503349	1.168280413	0.320512145	0.949703977	1.288938213	1.031270559	1.405413071	1.120312735	1.402556439	-1.046771311	1.385539658	1.782960879	1.213848802	1.411315729	1.66440405	1.612322048
ENSG00000115649.16	CNPPD1	5.317193274	5.172951678	5.383810766	5.231702523	5.056715085	5.083401734	5.741754898	5.103205194	5.098819521	5.174152945	5.234277535	5.3623429	5.284128803	6.234710846	4.851983157	4.934939648	5.155926168	4.975345608	5.121517353	5.369869632
ENSG00000144567.11	RETREG2	5.969447065	6.04226218	6.053968309	6.041744253	6.046239678	5.990691159	6.436148412	5.983565566	5.977413958	6.041154521	5.964725923	6.249424158	6.116451867	7.351926713	6.000557081	5.919068024	6.284240095	5.991404069	5.984852524	6.163107726
ENSG00000158552.13	ZFAND2B	4.183833799	4.117502297	4.25956588	4.23073472	4.344474885	4.353783744	4.989226908	4.315442055	4.259675766	4.268666692	4.009953478	4.255806456	4.254619321	5.563776607	4.1564126	4.494228275	4.620377509	4.233984439	4.307421033	4.472779829
ENSG00000115657.14	ABCB6	1.215259265	1.431806576	0.854920687	0.70808637	-0.182523522	-0.423584095	0.62655319	0.594117167	0.717401679	0.870303249	2.094367644	1.399323954	0.753395891	0.976329907	-0.563021614	0.711354147	1.13474386	0.997969738	0.799163858	0.170639508
ENSG00000198925.12	ATG9A	5.316091819	5.440649501	5.166850184	5.272260805	5.008687925	5.019346458	5.475106635	5.11593869	5.136558619	5.056138626	5.711111415	5.713194583	5.416756098	5.397050893	5.185442721	5.288390386	5.465708215	5.309756429	5.301585267	5.559099828
ENSG00000163516.13	ANKZF1	5.385992689	5.328564262	5.052608108	5.04346186	4.97242322	4.8949248	5.361647324	5.013921069	4.949067709	4.966527434	5.399337055	5.213986626	4.968186186	5.878026046	4.81140217	5.235454425	5.089306882	4.993925813	4.944215575	5.058469187
ENSG00000163521.16	GLB1L	1.942301655	2.193679771	2.434896634	2.46054546	1.962042918	1.738562932	2.049887518	2.039642479	2.208920164	2.340474486	2.107050954	2.639817509	2.421656845	2.267712336	1.713791993	1.585598504	1.690252981	1.709923666	1.900797569	1.801879503
ENSG00000115661.14	STK16	4.275084065	4.134269015	4.312782355	4.33570039	3.562544886	3.713022958	4.427741927	3.859868922	4.294815239	4.2847273	4.214264973	4.287563403	4.408963132	5.285151094	3.431601674	3.576910121	3.893421984	3.718043432	3.982919695	4.186813212
ENSG00000127824.14	TUBA4A	7.400894776	7.290012596	7.162225194	6.995499516	7.039778948	7.076822601	7.855323089	7.134301646	6.993439121	6.854967356	7.375375177	7.599410989	6.914922019	7.599317059	7.076269692	7.1321611	7.592097523	7.312279744	6.817242934	6.950113336
ENSG00000135924.15	DNAJB2	5.045391749	5.152521903	5.161057734	5.35742459	5.084782217	5.127821754	5.861551489	5.238345637	5.174787382	5.300268388	5.019631949	5.098289309	5.192617956	6.789363391	4.928292749	5.073346018	5.386824566	5.007705598	5.062639828	5.026521497
ENSG00000123992.19	DNPEP	6.325806426	6.24787115	6.153594617	6.121248824	5.671669737	5.621101672	6.593436178	5.888009846	5.865900584	5.901576513	6.182600639	6.414761343	5.921223786	6.846269612	5.520469278	5.591941019	6.00912434	5.76538232	5.685934679	5.831253295
ENSG00000072195.15	SPEG	2.447796662	2.756154347	2.206507153	2.881749956	2.32832152	2.610031964	3.583801973	3.35464801	2.90561534	3.18141527	0.770812772	0.928554852	1.312688168	3.202647214	0.62729077	1.143610843	1.671691651	1.383400909	1.106993372	1.108285124
ENSG00000144591.18	GMPPA	4.802765268	4.781511693	4.985364302	5.059996868	4.648096746	4.565953212	5.224901254	4.614981312	4.969286651	5.003042512	4.722745369	4.712388825	5.043452376	5.500892663	4.322046676	4.581655866	4.732084942	4.494291453	4.838147628	4.870123867
ENSG00000123989.14	CHPF	6.305415086	6.63858629	6.477525349	6.570040175	7.032591926	7.183550818	7.476314108	6.802312776	6.512080136	6.624246587	6.291480634	6.615777643	6.359535391	8.09126775	7.080545107	7.099669819	7.206898035	6.902504572	6.735552093	6.905346908
ENSG00000188760.10	TMEM198	1.895874279	2.144871964	2.18383352	2.224914228	2.102895817	2.309375856	2.362910547	1.788729246	1.935092906	2.163180935	1.579329865	0.985992073	1.714717215	3.548261851	1.866850923	2.081785147	1.912047441	1.354935287	1.557816541	1.747580683
ENSG00000124006.15	OBSL1	5.101448184	5.369854406	5.169737712	5.482015594	3.689827593	4.268179115	5.315353127	4.735397055	4.856213666	5.158051322	5.219752392	5.510376445	5.439492298	7.427468181	3.95691595	3.882562138	4.944130402	4.510513212	4.558411928	4.838001647
ENSG00000144589.22	STK11IP	4.728541807	4.724522006	4.777717796	4.825163422	4.482152478	4.355860109	5.542424545	4.777928017	4.919930286	4.947917366	4.543065147	4.53131795	4.737255554	6.189682778	3.86076061	4.35847357	4.949918733	4.233984439	4.692508477	4.771528508
ENSG00000114923.17	SLC4A3	2.231169213	2.734325432	2.681418441	2.941381917	2.185860985	1.906622456	3.18092407	2.349346698	2.628887356	2.981963881	2.986972685	2.966672236	3.468007976	5.173356959	2.41941397	2.938335342	3.446293437	2.436207493	3.269221246	3.074464966
ENSG00000116106.12	EPHA4	0.968421951	0.876173082	0.854920687	0.61349268	2.102895817	2.211870067	1.594244409	1.60082946	0.474988353	1.074144922	0.528344511	0.837869631	-0.238614961	-1.046771311	0.563557791	0.786879953	0.365377956	0.470457258	-0.07403723	0.170639508
ENSG00000226666.1	HSPA9P1	-0.925158334	-1.101920883	-2.705524335	-0.58644331	-1.923381629	-1.057287079	-1.145578384	-1.379290058	-1.167076241	-1.801944838	0.326229173	0.02054779	-0.108756671	-0.471138993	-0.712809529	-0.242378704	-0.411341696	-0.109639894	-0.392415628	-0.277458918
ENSG00000135903.19	PAX3	5.303919978	5.641656569	4.691940813	4.807467302	4.912782171	5.008828438	5.357499611	5.698493925	4.721649088	4.886097275	5.592103252	5.678772439	5.108323895	5.130012008	5.340845099	5.56403535	6.016498086	6.113252419	5.212164081	5.162431733
ENSG00000163081.3	CCDC140	1.666204613	1.536424802	2.113592801	1.863169312	-0.759843048	-0.211959912	1.622172767	0.932088295	2.090849842	2.017017046	2.740650275	2.428184622	2.333007609	3.035227962	0.194274156	0.631655047	1.779638071	1.491958744	1.999122551	2.031314196
ENSG00000267034.1	AC010980.2	1.442215318	1.790244299	1.253647318	0.645717986	-0.124243024	0.508816468	0.878898195	1.130483522	0.809997635	0.769557102	0.922024131	0.898955321	0.718825858	-0.357102559	-0.303316366	-0.169177132	-0.492747728	0.177214931	0.598693699	0.114535844
ENSG00000163082.10	SGPP2	0.642605551	1.37650776	1.378706134	1.641395454	1.835604073	1.686716802	1.476788535	1.864979551	1.372284728	1.842006443	1.932775858	2.03794497	2.730121102	1.322781547	1.98102721	2.036084364	2.158575333	2.27843155	2.469931878	2.175389425
ENSG00000116120.10	FARSB	7.222513365	7.119455265	7.180235432	6.989626571	6.995699163	7.010492219	6.166047977	7.014654042	6.980630717	6.914793464	7.281987211	7.294082193	7.085311713	4.389224145	7.055424669	7.008447861	6.856103616	7.109432039	7.048051478	7.024308802
ENSG00000123983.14	ACSL3	6.55690433	6.591554385	6.891067659	6.824366195	7.566457952	7.540112637	6.843011367	7.318030886	7.168325656	7.149020767	7.060657522	7.007276826	7.309869096	6.24490535	7.879446845	7.73030471	7.566266216	7.894744177	7.634756343	7.546017585
ENSG00000152056.17	AP1S3	3.740591225	3.782002652	4.25956588	4.275187512	5.013563229	5.103313	4.968979497	4.760566847	4.55327709	4.588145388	3.767869494	3.763054422	4.098667159	4.853300391	5.117715957	4.905590545	4.961426187	4.900998494	4.705049208	4.811778769
ENSG00000085449.15	WDFY1	5.147998577	5.177003145	5.061963532	5.12287439	4.779839595	5.008828438	3.846056669	5.276362367	5.143989404	5.170453104	5.466085118	5.280059524	5.428837529	2.68204855	5.065468383	4.91824191	4.8336754	5.371451745	5.167552534	5.016988882
ENSG00000135900.4	MRPL44	5.937571734	5.65478952	5.990060307	6.025762941	5.940986264	5.861469809	6.040372488	5.747785534	6.033701253	5.961323865	5.663606586	5.725894052	5.866016868	6.360889733	5.867505032	5.728701039	5.860323922	5.690469553	5.810125065	5.874123057
ENSG00000135919.13	SERPINE2	2.533693176	2.700949996	2.790493992	2.874969434	5.05198368	5.200100874	4.08555312	4.209754383	3.593470086	3.726108225	1.667597508	1.737053867	2.286552901	2.175974338	5.162770542	5.213381788	4.459265609	4.523360559	4.163391453	3.926644935
ENSG00000036257.13	CUL3	6.750754858	6.753601007	7.046816242	7.051447648	7.127844769	7.166499286	6.702921392	7.068555425	7.111089843	7.0764098	6.74231599	6.837256576	7.078084905	6.24038335	7.191766659	7.125357447	7.008095052	7.222072493	7.098433563	7.141679951
ENSG00000169047.5	IRS1	8.030501232	8.11043138	7.051520354	7.114690806	6.70306441	6.669768773	8.234231317	7.705931416	6.904799805	6.812472497	7.927279572	8.028737454	6.967862567	7.788140957	6.582437672	6.644145909	7.664289033	7.560339942	6.479859415	6.606766172
ENSG00000272622.1	AC010735.2	1.733754014	1.872489519	0.302036911	0.440594517	-1.572240343	-0.971478382	0.570319522	0.240476193	0.315666353	0.162297434	0.368981039	0.445963387	-0.238614961	-0.594968984	-3.191137856	-0.896054494	0.057551697	-2.229445521	-0.89941159	-1.188800961
ENSG00000261379.1	AC010735.1	1.847903001	2.429301456	0.854920687	0.365183455	-1.290054017	-1.057287079	-0.024464705	1.190983154	0.088054171	0.239664638	1.159723324	0.225222357	-0.539725198	-2.019137432	-2.504374224	-1.655820983	-0.125104371	-0.191245164	-0.89941159	-1.188800961
ENSG00000144468.17	RHBDD1	7.439845217	7.487665105	6.469345658	6.466723969	4.995605988	4.924604594	5.274140295	5.824979637	6.07859816	6.055267054	7.777391847	7.696159705	6.697470871	5.663413896	5.158732319	5.154004157	5.230742253	5.596333008	5.733640035	5.686029303
ENSG00000081052.12	COL4A4	-1.984055498	-3.173798425	-0.605796676	-0.139401051	1.177285904	1.223905436	0.05963906	0.211563127	-0.014098481	0.544134047	-1.684889384	-1.650241918	-0.920720217	0.634222393	0.959899759	1.452767364	0.657176684	0.470457258	0.407322077	0.422459543
ENSG00000168958.19	MFF	5.961015601	5.938690249	6.109160846	6.0996001	6.027884102	6.008618693	5.559677337	6.216501533	6.090184536	6.119999033	5.96820597	5.869205612	6.191645689	4.326607809	6.036946064	6.041692437	5.896741535	6.169501567	6.115854906	6.157044947
ENSG00000173744.17	AGFG1	6.830830291	6.830204121	7.099251968	7.027953373	7.296342799	7.225885967	6.908619203	7.141744547	7.125049967	7.151525282	6.998197911	6.916022702	7.11219839	5.665101935	7.424553805	7.41703542	7.129527118	7.432511658	7.289927075	7.210204634
ENSG00000115009.13	CCL20	-2.169088306	-0.6941485	-0.962506577	-0.195389695	-0.592461208	0.211444843	-2.211365586	-0.638787168	-0.515327662	0.348451956	0.039114334	0.272155342	0.222646278	-2.965408637	0.717903268	0.927014165	-0.061614545	0.177214931	0.562396475	0.596394148
ENSG00000153823.18	PID1	2.093953301	1.747293895	2.52784993	2.366995686	2.66218409	3.110652436	2.549005408	2.553229885	2.603239934	2.498345441	1.032527379	1.420311367	1.527661557	1.786955012	1.931394203	2.081785147	1.633836837	1.568331652	1.520462547	1.801879503
ENSG00000187957.8	DNER	0.430987431	0.353338045	0.60480349	0.512258807	2.150887024	2.343259823	1.689716117	1.114953715	0.685166864	1.095113574	-1.001247489	-1.485034699	-1.291582358	-1.046771311	0.959899759	1.172060132	0.867512521	-0.109639894	0.233548727	0.422459543
ENSG00000153827.13	TRIP12	8.854549636	9.024062355	9.010355366	9.051653177	8.801393632	8.727142072	8.816537315	9.06602135	9.075317443	9.025271114	8.966495516	8.975089981	9.041102172	7.741301944	8.831919133	8.740994653	9.017349582	9.044412253	8.942149888	8.92234167
ENSG00000153832.12	FBXO36	3.076847026	3.270127695	2.665140552	2.615018517	1.697010239	1.504062957	2.14920574	2.329299603	2.197538584	2.102343065	3.491392567	3.357898533	2.870592416	2.057585983	1.87999265	1.837263307	1.989028387	2.20058368	2.409914612	2.31884136
ENSG00000163053.11	SLC16A14	5.110370988	5.295405214	5.3306183	5.125733276	4.242958461	4.250431324	5.183326052	5.607787634	5.15432862	5.242705068	4.929677376	4.863702106	5.000925085	4.996940502	3.296007121	3.395779408	4.423657048	4.832967944	4.532845933	4.386574787
ENSG00000135899.17	SP110	4.332861121	4.417180199	4.655325326	4.633591034	4.267655336	4.384619735	4.536306918	4.318835039	4.62724891	4.556366831	4.223030773	4.180921019	4.629714867	4.914187802	4.258056449	4.364649332	4.094937303	4.237886953	4.453311756	4.641086712
ENSG00000185404.16	SP140L	4.261415772	4.500368243	3.848372293	3.978953578	2.912387382	2.846946867	3.573110469	3.374348323	3.832969242	3.820413555	4.393199077	4.226317067	3.994137525	3.60564508	2.817974738	3.00310904	3.209475467	3.158513945	3.438990599	3.653981122
ENSG00000067066.17	SP100	5.362711091	5.459066752	4.985364302	4.90554568	4.281195315	4.328631443	4.552725878	4.908647307	4.916463341	5.011339419	5.413446676	5.395841167	5.146216536	4.313751685	4.185813802	4.272405046	4.499289164	4.561230099	4.882987411	4.827133313
ENSG00000135932.11	CAB39	6.637596078	6.675567769	6.846649757	6.918457691	7.422977423	7.449683864	6.920617272	7.322051955	7.10653307	7.122138281	6.689533276	6.718900853	7.002855402	6.332490503	7.541081045	7.369843762	7.253667901	7.452380988	7.217372536	7.162148884
ENSG00000135916.16	ITM2C	5.384942545	5.509739605	5.805590454	5.931697728	5.832052407	5.96982916	6.239446137	5.76964592	5.84325551	5.810216932	5.729683847	5.935398365	6.069207971	7.242556944	6.018494955	6.047462407	6.183024898	5.936030593	5.955413143	6.176014231
ENSG00000173692.13	PSMD1	7.829806579	7.76938984	7.976358764	7.997594111	7.985136278	7.953133285	7.338435589	7.864376079	8.006082278	7.97236046	7.752884752	7.792622346	7.934536027	7.381490557	7.923547962	7.766320727	7.730239486	7.815027231	7.910830145	7.902187014
ENSG00000135931.17	ARMC9	4.310912147	4.254168277	4.583519941	4.645592379	4.13673666	4.250431324	4.780468124	4.227915451	4.648302606	4.400853118	4.013326246	4.159237229	4.548378968	5.276342836	3.993652621	4.156164681	4.381447504	4.068538462	4.331885651	4.319914278
ENSG00000115053.16	NCL	11.013526	10.87025103	10.63828004	10.71658237	10.86341829	10.86437031	11.13098117	10.73818813	10.60990581	10.55094836	10.95799502	11.06667861	10.50577469	11.42350417	10.79369853	10.81228514	10.95573501	10.81227822	10.54569738	10.735083
ENSG00000206885.1	SNORA75	-0.559029716	0.103811476	-1.437444698	-1.806753945	-0.851428704	-1.718594167	-0.88753226	-0.748137242	-0.124039187	-1.083939683	0.091112253	-1.336816972	-0.815632312	-2.416042092	-1.069069205	-1.302738688	-0.579023349	-0.468052694	-0.542450435	-1.690239808
ENSG00000207280.1	SNORD20	0.061961964	0.103811476	-0.081619656	-1.494306576	-0.442495877	-0.890488166	-0.668713488	-0.692426419	-0.372777317	-0.992620662	-0.070865851	-0.861169796	-0.62596154	1.453556539	-2.504374224	-0.319493947	-0.334284797	-0.687334998	-0.322870674	-0.81741151
ENSG00000283312.1	AC017104.4	-0.11688633	-0.039256148	-1.180519433	-1.019791707	-4.452103959	-2.029452979	-2.671989253	-1.379290058	-0.949022704	-0.748942415	-0.462321976	-0.585397594	-1.157087427	-2.965408637	-1.69084283	-2.124325468	-2.519735107	-1.920239905	-2.340192332	-3.392556967
ENSG00000283491.1	AC017104.5	-0.070053107	0.17035431	-0.962506577	-0.443985978	-1.572240343	-1.350376279	-1.862761554	-1.136920433	-0.306458204	-0.748942415	-0.014828005	-0.218041588	-0.381328567	-2.965408637	-1.69084283	-1.655820983	-1.960822615	-1.665749913	-3.56302428	-2.158338161
ENSG00000181798.2	LINC00471	1.012606904	0.915502575	-0.320031695	0.201394554	-0.759843048	-0.36769742	-0.068429636	-0.008886764	0.183449545	0.41667126	0.326229173	0.361675214	-0.172225226	0.328170321	-0.712809529	-1.655820983	-0.768789238	-0.8108902	-1.240480885	-0.930906817
ENSG00000187514.16	PTMA	10.22250772	9.929806459	9.991901954	9.97236447	11.11024718	11.12125626	10.67541457	10.60532849	10.26325266	10.16091264	10.30557445	10.35203286	10.08893053	11.57910814	11.18041666	11.27117224	11.05180198	11.11647885	10.78641914	10.94631182
ENSG00000156973.14	PDE6D	2.698295323	2.60797905	3.12399137	3.422591284	3.840100604	4.221117231	3.642934642	3.297323683	3.342764485	3.562597535	2.931006112	3.147460837	3.737761806	4.060291216	4.450927851	4.404159978	4.063246006	4.046457112	4.072753607	4.236944549
ENSG00000144524.17	COPS7B	5.939003471	5.906111069	5.900771774	5.788405431	5.566118712	5.351373618	5.732175836	5.519128032	5.822103371	5.716066454	5.917804825	5.908727731	5.698710129	5.775488554	5.2974264	5.481195293	5.505555877	5.410010795	5.681710863	5.649479306
ENSG00000261096.1	AC073476.3	-0.024692518	-0.039256148	-1.180519433	-1.019791707	-1.424258813	-1.585136988	-0.738029791	-0.229016201	-1.053933725	-0.540536565	0.091112253	-0.585397594	-0.381328567	-0.879949671	-1.286746872	-0.579161697	-0.670788417	-1.665749913	-0.801556305	-1.337387361
ENSG00000163273.4	NPPC	0.851649796	0.661630634	0.461348061	-0.314339876	0.952023759	0.804726352	0.924472371	0.428105451	0.037881794	-0.196828707	-6.739116756	-6.739116756	-6.739116756	-2.416042092	-0.635972476	-0.579161697	-2.519735107	-1.920239905	-2.645124467	-1.503052842
ENSG00000163295.5	ALPI	0.49468216	0.876173082	0.383890383	0.580531083	0.13633601	-0.071408132	0.878898195	0.402749589	-0.243054194	0.162297434	-0.070865851	0.563824985	-0.172225226	1.288147802	-0.303316366	0.030474667	-0.000801386	-0.277744611	-0.392415628	0.114535844
ENSG00000221944.7	TIGD1	3.132968727	3.414384276	3.012607532	2.678699097	2.014866881	1.812997665	1.622172767	2.457967638	2.69513172	2.717018546	3.316772811	3.015762022	2.69498193	2.387070853	1.742855994	2.329208856	2.223732945	2.216492937	2.14124916	2.331201949
ENSG00000135930.14	EIF4E2	6.452007173	6.207839404	6.310965375	6.28684837	6.300091211	6.314846683	6.383577507	6.302561965	6.350619124	6.199000568	6.123745903	6.27844967	6.144398654	6.267305153	6.107081127	6.061787171	6.163230311	6.136434096	6.110365636	6.138702226
ENSG00000115468.12	EFHD1	-6.739116756	-2.63004312	-3.620016014	-1.360266094	-0.442495877	0.211444843	-0.810845326	-1.566924953	-0.851226245	-0.82568458	-4.409071396	-6.739116756	-2.006674587	-1.708199454	0.27608041	0.503188988	-0.670788417	-0.573531626	-1.240480885	-0.522320507
ENSG00000244384.3	RN7SL359P	-1.984055498	-1.926912262	-2.705524335	-6.739116756	-2.137261481	-2.975345777	-0.420613771	-1.903976971	-1.736954592	-2.363551922	-1.684889384	-0.966199142	0.066439818	0.025844685	-0.363992526	-0.896054494	-0.261135797	-0.277744611	-0.801556305	-1.054098946
ENSG00000204120.14	GIGYF2	7.312803667	7.425594003	7.382323987	7.57573018	7.674808949	7.683614919	7.617631001	7.59713867	7.551097849	7.563407659	7.389719933	7.375927497	7.493630043	7.486895699	7.747418836	7.761063099	7.680046058	7.707965924	7.529987721	7.660341598
ENSG00000182600.9	SNORC	-0.11688633	0.566003988	-0.195906432	0.677239179	-0.515530844	-0.671676732	0.419326659	-0.189915697	-0.124039187	0.122000213	0.18980244	-0.218041588	-0.815632312	1.514751611	-0.971423756	0.311904478	0.539266044	-0.191245164	-0.89941159	-0.277458918
ENSG00000168918.14	INPP5D	5.089894316	5.332201992	5.514486442	5.709614416	2.429068723	2.704307428	3.580246935	3.190249535	4.644116375	4.757186004	4.867675114	5.060353676	5.251244914	5.981906558	2.267691354	2.572716335	2.715600228	2.422556321	3.919764113	4.155876366
